,ESTADO,PRODUTO,MES_ANO,VL_VENDA
1643,AL,GASOLINA,01/2016,3.108108108108108
1644,AL,GASOLINA,01/2017,3.0
1645,AL,GASOLINA,01/2018,4.025974025974026
1646,AL,GASOLINA,01/2019,4.039473684210527
1647,AL,GASOLINA,01/2020,3.774647887323944
1648,AL,GASOLINA,01/2021,5.328767123287672
1649,AL,GASOLINA,01/2022,5.487394957983193
1650,AL,GASOLINA,01/2023,5.280701754385965
1651,AL,GASOLINA,01/2024,5.142857142857143
1652,AL,GASOLINA,02/2004,2.0
1653,AL,GASOLINA,02/2005,2.0
1654,AL,GASOLINA,02/2006,2.0
1655,AL,GASOLINA,02/2007,2.0
1656,AL,GASOLINA,02/2008,2.0
1657,AL,GASOLINA,02/2009,2.0
1658,AL,GASOLINA,02/2010,2.0
1659,AL,GASOLINA,02/2011,2.0
1660,AL,GASOLINA,02/2012,2.0
1661,AL,GASOLINA,02/2013,2.05925925925926
1662,AL,GASOLINA,02/2014,2.566371681415929
1663,AL,GASOLINA,02/2015,2.963855421686747
1664,AL,GASOLINA,02/2016,3.13
1665,AL,GASOLINA,02/2017,3.120967741935484
1666,AL,GASOLINA,02/2018,3.88
1667,AL,GASOLINA,02/2019,4.057377049180328
1668,AL,GASOLINA,02/2020,3.7384615384615385
1669,AL,GASOLINA,02/2021,5.309523809523809
1670,AL,GASOLINA,02/2022,6.1875
1671,AL,GASOLINA,02/2023,4.879518072289157
1672,AL,GASOLINA,02/2024,5.661971830985915
1673,AL,GASOLINA,03/2004,2.0
1674,AL,GASOLINA,03/2005,2.0
1675,AL,GASOLINA,03/2006,2.0
1676,AL,GASOLINA,03/2007,2.0
1677,AL,GASOLINA,03/2008,2.0
1678,AL,GASOLINA,03/2009,2.0
1679,AL,GASOLINA,03/2010,2.0
1680,AL,GASOLINA,03/2011,2.0
1681,AL,GASOLINA,03/2012,2.0
1682,AL,GASOLINA,03/2013,2.0
1683,AL,GASOLINA,03/2014,2.400990099009901
1684,AL,GASOLINA,03/2015,2.987096774193549
1685,AL,GASOLINA,03/2016,3.0384615384615383
1686,AL,GASOLINA,03/2017,3.0
1687,AL,GASOLINA,03/2018,4.061946902654867
